,r_p_diff,score,sd1,sd2,sd1/sd2,beats_per_sec,label,dom_freq
1647,0,0,2.222222222,2.342427896,0.948683298,1.149825784,N,4.181184669
1648,0,1,5.582678697,15.97823371,0.34939273,1.3,N,4.033333333
1649,3,0.8,69.49238319,67.56560273,1.02851718,1.366666667,A,4.533333333
1650,0,1,7.138267375,12.67584645,0.563139306,1.075949367,N,1.139240506
1651,7,0.318181818,98.3604572,198.1714088,0.496340303,0.905274206,N,0.865914458
1652,3,0.083333333,299.9141864,338.1206632,0.887003425,0.833333333,N,0.633333333
1653,1,1,7.452409596,20.59139352,0.361918662,1.266666667,N,0.733333333
1654,43,0.828125,89.21775583,70.53564948,1.264860485,2.166666667,A,5.166666667
1655,6,0.585365854,146.0502078,159.0505576,0.918262784,1.4,A,3.233333333
1656,0,0.945945946,17.91182105,43.79130423,0.409026892,1.266666667,N,1.333333333
1657,6,0.714285714,93.84440012,145.2311426,0.646172704,1.2,N,1.2
1658,0,0.620689655,18.9812833,91.417255,0.207633486,1,N,1.966666667
1659,3,0.689655172,19.37881701,64.43237239,0.300762121,1,N,1
1660,0,1,12.27696929,36.44109021,0.336899067,0.966666667,N,1
1661,0,0,198.7749441,117.6756839,1.689176027,1.033386328,N,1.192368839
1662,7,0.735294118,130.2705308,61.76517831,2.109125794,1.166666667,N,1.033333333
1663,6,0.971428571,31.13922118,27.88978762,1.116509799,1.2,N,1.133333333
1664,2,0.944444444,23.42547405,25.30933342,0.925566614,1.233333333,N,1
1665,1,0.862068966,20.79690693,50.76177075,0.409696246,1,N,1.1
1666,2,0.590909091,138.8399007,152.427159,0.910860647,1.250906454,A,3.208846991
1667,1,0.428571429,99.16190513,166.6622837,0.594987078,0.959658788,N,0.959658788
1668,12,0.666666667,36.90582307,63.55283513,0.580710884,0.933333333,N,0.966666667
1669,6,0.909090909,67.32989905,91.09793743,0.739093562,1.5,N,1.466666667
1670,2,0.678571429,39.58422074,81.5017745,0.485685385,0.966666667,N,1
1671,0,0.518518519,65.3043751,112.3347643,0.58133718,0.933333333,N,0.966666667
1672,0,0.971428571,20.12284613,27.86296536,0.722207628,1.217978042,N,1.235132662
1673,1,1,6.79250684,8.8785523,0.765046666,1.166666667,N,1.233333333
1674,0,0.6,62.4743044,130.1753952,0.479924062,1.033333333,N,0.933333333
1675,2,1,16.14076938,38.28882446,0.421553015,1.267503621,N,0.651859005
1676,1,0.083333333,210.4785175,241.6537505,0.870992141,1.233333333,N,0.7
1677,9,0.928571429,68.55283396,55.54731911,1.234133979,1.433333333,N,1.5
1678,10,0.777777778,73.29293878,124.4968832,0.588713042,1.233333333,N,0.566666667
1679,0,1,7.96113031,28.85795263,0.275873012,1.3,N,1.366666667
1680,0,0.736842105,26.51577681,52.36125438,0.506400718,1.287001287,N,1.415701416
1681,0,0.357142857,115.7617923,174.9050301,0.661855135,0.966666667,N,0.933333333
1682,19,0.5,146.094456,150.4038308,0.971347972,1.766666667,A,0.666666667
1683,3,1,7.969791191,8.594991208,0.927259958,1.3,N,4.066666667
1684,12,0.894736842,106.5193427,109.3713755,0.973923407,1.265060241,N,0.755750274
1685,1,0.985714286,18.39140015,19.89141801,0.924589697,1.183333333,N,1.216666667
1686,2,0.987951807,11.01168417,47.02684579,0.234157405,1.4,N,1.383333333
1687,3,0.904761905,22.52355352,67.33027835,0.334523398,1.433333333,N,1.233333333
1688,0,0.807692308,18.87644034,21.19245149,0.890715279,0.9,N,2.8
1689,0,1,5.699658859,19.06276184,0.298994391,1.4,N,4.433333333
1690,12,0.877192982,59.22233177,79.72169384,0.742863441,1.933333333,A,4.366666667
1691,16,1,4.204374826,12.21507221,0.344195659,1.533333333,N,1.566666667
1692,0,1,8.756733643,52.6829883,0.166215584,1.266666667,N,0.9
1693,22,0.779661017,117.797931,90.98041505,1.294761416,2,A,4.366666667
1694,0,0.974358974,41.54821575,29.89594141,1.389761077,1.185770751,N,3.735177866
1695,1,0.56,36.75022046,94.81382016,0.387604048,1.191567369,N,0.916590284
1696,0,0.548387097,132.9992342,116.7049937,1.139619051,1.066666667,N,1.166666667
1697,1,0.96969697,14.00567221,31.09684693,0.450388821,1.133333333,N,1.2
1698,0,0.914285714,73.44351192,125.7418777,0.584081559,1.2,N,0.7
1699,1,1,3.02535581,11.87609644,0.254743284,1.32610006,N,1.446654611
1700,0,0.941176471,10.14878208,53.26506047,0.190533569,1.404140414,N,4.509450945
1701,1,0.9,17.21261969,31.80628212,0.54117044,1.033333333,N,1.1
1702,0,0.95,58.38126142,33.67608138,1.733612078,1.366666667,N,2.8
1703,1,0.878787879,12.00382426,49.98171324,0.240164322,1.133333333,N,1.166666667
1704,0,1,12.23854589,24.02917481,0.509320274,1,N,1.016666667
1705,0,1,13.17924472,9.971476247,1.32169444,1.133333333,N,1.166666667
1706,0,0.451612903,95.60467084,126.3585189,0.756614367,1.066666667,N,0.966666667
1707,0,0.133333333,148.8616691,214.4851301,0.694041909,1.033333333,N,3
1708,0,0.975903614,12.88072773,45.97023611,0.280197119,1.4,N,4.233333333
1709,0,1,7.434239426,13.94698566,0.533035568,0.933333333,N,2.966666667
1710,2,0,174.5219248,256.1705335,0.681272441,0.9,N,0.866666667
1711,23,0.52173913,164.7426725,148.3588872,1.110433461,1.566666667,A,4.233333333
1712,1,0.8,75.64498517,45.41969124,1.665466741,1.366666667,A,2.833333333
1713,4,0.904761905,11.69573727,62.57559378,0.186905734,1.433333333,N,4.333333333
1714,1,0.941176471,64.48694017,50.37913597,1.280032675,1.166666667,N,0.866666667
1715,0,0.714285714,14.44289522,61.29743061,0.235619912,1.314217443,N,0.776583035
1716,0,0.576923077,32.74059661,160.4390088,0.204068804,0.9,N,0.8
1717,4,0.416666667,55.70814673,49.66369914,1.121707559,1.27617801,A,1.178010471
1718,6,0.702702703,110.1382564,96.23707224,1.144447289,1.266666667,N,0.833333333
1719,0,0.050847458,191.7234833,288.3868304,0.664813587,1,N,0.883333333
1720,1,0.935483871,69.67743139,44.55742584,1.563766983,1.066666667,N,2.166666667
1721,1,1,9.47674216,25.56098976,0.370750204,1.066666667,N,1.1
1722,0,0.925925926,11.35067996,25.89822923,0.438280156,0.933333333,N,2.833333333
1723,1,0.971428571,14.89954186,57.11577409,0.260865621,1.2,N,0.633333333
1724,0,0.6,9.769583012,21.24835916,0.459780585,0.991657485,N,0.9444357
1725,0,1,10.10550893,16.58950236,0.609150818,1.133333333,N,1.2
1726,0,0.793103448,23.64991143,42.70367695,0.553814405,1,N,1.066666667
1727,0,0.909090909,18.04640527,55.33809436,0.326111795,1.133333333,N,1.166666667
1728,0,0.818181818,62.54998002,71.61517045,0.873418015,1.133333333,N,1.2
1729,0,0.72,24.30019782,17.28008872,1.406254228,0.866666667,N,0.9
1730,26,0.885245902,70.7871418,70.64101343,1.002068605,2.066666667,A,2.4
1731,10,0.84,22.33448436,79.88769942,0.279573508,1.210826211,N,1.234567901
1732,0,0.925925926,20.11390967,34.64908141,0.580503403,0.933333333,N,3.933333333
1733,2,1,4.714045208,14.90164276,0.316343995,1.233333333,N,0.833333333
1734,7,0.943396226,82.8374174,104.9681689,0.789167023,1.209135692,N,0.873264666
1735,1,0.035714286,185.4350167,277.6238531,0.667936183,0.966666667,N,0.9
1736,1,0.517241379,121.6618616,164.348224,0.740268794,1,N,0.766666667
1737,0,1,11.46945483,52.29825448,0.219308559,1.316808675,N,1.316808675
1738,0,1,5.406900027,13.37124241,0.404367811,1.066666667,N,1.133333333
1739,17,1,8.712406842,25.11507802,0.346899454,1.133333333,N,1.2
1740,1,0.3125,143.6938975,203.7594405,0.705213448,1.1,N,1.166666667
1741,1,0,425.7522101,541.1802431,0.786710556,0.708940528,N,1.004332414
1742,0,1,5.204164999,14.7777223,0.352162863,1.133333333,N,1.2
1743,0,1,9.01030484,18.61136809,0.484129098,1.166666667,N,1.2
1744,0,0.857142857,154.2916744,115.7929883,1.332478561,1.2,N,1.166666667
1745,0,0.707317073,25.74278486,139.9977058,0.183880048,1.4,N,0.9
1746,0,0.033333333,171.9673146,231.8851498,0.741605553,1.033333333,N,1
1747,1,0.75862069,23.49479486,58.80199248,0.399557802,1,N,1.033333333
1748,0,0.829268293,26.16587048,84.88423489,0.308253594,1.155539252,N,1.155539252
1749,0,0.695652174,184.0665591,102.2261959,1.800581127,0.982532751,N,0.573144105
1750,0,0.96875,23.49677656,30.1411103,0.779559091,1.1,N,1.033333333
1751,0,1,14.49518222,38.0035409,0.381416623,1.366666667,N,1.4
1752,3,1,12.9420224,41.93397221,0.308628582,1.5,N,3.266666667
1753,6,1,16.36581854,19.80957195,0.826157101,1.166666667,N,1.233333333
1754,1,0.907407407,28.26608497,59.05590049,0.478632698,0.968537215,N,2.905611646
1755,1,0.892307692,58.31058894,34.69977573,1.680431291,1.1,A,3.333333333
1756,3,0.954545455,40.23606802,50.03069787,0.804227599,1.5,A,3.166666667
1757,0,1,13.86923523,24.23291476,0.572330459,1.133333333,N,1.233333333
1758,4,1,14.75344558,18.59690549,0.793327986,1.033333333,N,1.066666667
1759,0,1,13.64089711,18.27701788,0.746341509,1.066666667,N,1.133333333
1760,1,0,158.4527611,221.5848623,0.715088384,1,N,0.966666667
1761,3,0.444444444,169.068614,258.7081171,0.653511053,0.933333333,N,0.8
1762,3,0.64516129,125.2280882,153.1713315,0.817568712,1.066666667,N,1.1
1763,1,0.942028986,12.55035992,61.04651701,0.20558683,1.166666667,N,3.7
1764,1,0.985507246,23.64209131,37.90258715,0.623759302,1.166666667,N,1.216666667
1765,4,0.676470588,96.45703074,126.3243889,0.763566177,1.166666667,N,0.7
1766,0,0.09375,160.838471,254.6026991,0.631723354,1.1,N,0.8
1767,5,0.833333333,60.62365548,100.0434994,0.60597296,1.470588235,N,0.870348139
1768,3,0.928571429,53.23092592,49.98917731,1.064849009,0.966666667,N,3
1769,10,0.444444444,181.1879357,28.85968344,6.278237116,0.933333333,N,3.433333333
1770,1,1,4.892835804,10.50069657,0.465953451,0.933333333,N,0.966666667
1771,2,1,12.2278132,24.44894405,0.500136659,1.2,N,1.266666667
1772,1,0.295081967,273.0696447,282.3242488,0.967219946,1.033333333,A,0.7
1773,3,0.948717949,24.69052838,54.16412736,0.455846509,1.333333333,N,0.7
1774,2,1,4.664567245,19.94201879,0.233906471,1.233333333,N,1.25
1775,1,0.533333333,29.63305441,58.25991493,0.508635388,1.204214752,N,0.75263422
1776,18,0.428571429,142.6616672,190.0490398,0.750657132,1.183333333,N,1.116666667
1777,2,0.459459459,207.4399363,183.4909068,1.13051889,1.266666667,A,1.166666667
1778,0,0.928571429,18.32697779,61.4873378,0.298061006,1.433333333,N,4.266666667
1779,2,0.5,169.3769713,149.7093048,1.131372372,1.433333333,A,0.833333333
1780,1,0.90625,40.06960068,28.76620427,1.392940143,1.1,N,1.133333333
1781,0,0.32,138.6190434,177.3697575,0.78152581,0.866666667,N,0.866666667
1782,0,1,5.170649125,17.10325426,0.302319608,1.316357359,N,1.359516616
1783,0,0.416666667,37.15057589,86.63911408,0.428796812,1.179673321,N,0.635208711
1784,0,1,18.32860069,36.47861571,0.502447813,1.54936344,N,3.170790295
1785,12,0.46031746,163.0436644,162.8903833,1.000941008,1.247563353,A,1.208576998
1786,0,1,10.15882936,36.66233741,0.277091699,1.14291598,N,0.710461285
1787,1,0.5,10.04401153,39.75111607,0.252672441,0.833333333,N,0.866666667
1788,3,0.038461538,174.1633971,313.4951922,0.555553646,0.9,N,0.6
1789,1,1,4.1040265,19.36930737,0.211882977,1.466666667,N,7.633333333
1790,3,1,4.913834286,14.50953972,0.338662313,1.3,N,0.9
1791,0,0.65625,16.27176984,84.47124585,0.192630873,1.1,N,0.666666667
1792,1,1,5.801625132,11.9306081,0.486280756,1.218521527,N,3.753046304
1793,0,1,12.90910397,19.35090347,0.667106008,1.133333333,N,1.133333333
1794,1,0.970588235,16.31993166,54.109745,0.301607994,1.166666667,N,1.166666667
1795,0,0.947368421,33.98438939,41.07238726,0.827426689,1.3,N,1.366666667
1796,0,0.871794872,24.11052319,69.28369823,0.347997059,1.333333333,N,1.466666667
1797,7,0.95,18.4064547,45.30994872,0.406234287,1.366666667,N,1.4
1798,0,1,9.258200998,11.84250387,0.781777325,1.233333333,N,2.533333333
1799,3,0.666666667,93.36093342,73.72424221,1.266353246,1.525658807,A,0.832177531
1800,0,1,11.25385736,27.48065923,0.409519192,1.133333333,N,1.2
1801,1,0.612903226,84.85048579,145.8689586,0.581689803,1.066666667,N,1.066666667
1802,16,0.575471698,115.9566256,102.859705,1.127328001,1.783333333,A,4.566666667
1803,0,0,163.2798191,268.4147128,0.608311733,1.233333333,N,1.966666667
1804,1,0.352941176,72.82494231,74.58682487,0.976378099,0.853619981,N,0.995889978
1805,0,0.642857143,99.96097394,156.7730136,0.63761595,0.966666667,N,1.033333333
1806,2,0.870967742,161.8333429,133.8768782,1.208822203,1.066666667,N,1.233333333
1807,1,0.955223881,70.50682322,83.36078519,0.845803252,1.133333333,A,1.133333333
1808,0,1,6.367718548,19.95225353,0.319147836,1.266666667,N,2.633333333
1809,9,0.860465116,228.9566378,289.9745484,0.789574944,1.440419031,N,1.309471846
1810,3,0.703703704,82.62564397,140.4813798,0.588160823,1.15352925,N,0.576764625
1811,0,0.740740741,21.84778644,47.70824451,0.457945721,0.933333333,N,0.966666667
1812,0,1,16.70065738,20.51668238,0.814003798,1.2,N,3.733333333
1813,0,1,10.16294146,12.80439994,0.793706968,1.166666667,N,1.233333333
1814,3,0.9,114.867057,126.6249917,0.907143649,1.366666667,N,0.8
1815,0,0.56,39.82201431,43.85888127,0.907957822,0.866666667,N,0.866666667
1816,1,1,6.328587552,11.49903871,0.550357966,1,N,1.033333333
1817,0,0.838709677,18.72543659,48.52999582,0.385852837,1.066666667,N,1.133333333
1818,1,0.709677419,84.11940367,144.8047643,0.580915995,1.066666667,N,1.1
1819,0,1,6.782797632,21.41803489,0.316686272,1.164043975,N,4.817848674
1820,5,0.535714286,103.2953453,157.0606202,0.657678196,0.966666667,N,1.033333333
1821,0,1,8.164965809,18.91848991,0.431586551,1.3,N,1.333333333
1822,3,1,12.05143774,13.14019852,0.917142745,1.033333333,N,0.6
1823,0,1,3.137993819,6.87776144,0.456252204,1.133333333,N,1.133333333
1824,0,1,10.96834949,14.62740498,0.749849307,1.2,N,3.766666667
1825,1,0.870967742,37.444939,38.04935067,0.98411506,1.066666667,N,1.133333333
1826,1,0.85,13.98345767,25.37681548,0.551032799,1.166666667,N,1.277777778
1827,0,1,4.312088161,13.03405621,0.330832405,1.233333333,N,3.833333333
1828,1,1,9.050829414,14.04002106,0.644645003,1.333333333,N,4.133333333
1829,6,0.696969697,83.16229192,132.8877442,0.625808591,1.133333333,N,1.066666667
1830,0,0.972222222,32.63944444,30.33553853,1.075947421,1.455165181,N,3.067645517
1831,11,0.731707317,182.6798581,149.5333482,1.221666339,1.4,A,1.766666667
1832,4,0.972972973,30.73760303,24.82958032,1.237942915,1.266666667,N,2.6
1833,1,0.8125,97.49737905,122.9682561,0.792866241,1.083333333,N,0.716666667
1834,1,0,124.9641924,193.5052716,0.645792186,1.122994652,N,1.203208556
1835,17,0.796610169,95.51873693,89.41425227,1.068271942,2,A,5.4
1836,0,1,6.547811872,14.09323701,0.464606667,1.366666667,N,2.8
1837,5,0.789473684,141.4902079,138.4296311,1.022109261,1.3,N,0.8
1838,0,0.941176471,62.44042156,48.69378383,1.282307856,1.166666667,N,1.2
1839,0,0.785714286,84.81652199,63.75536234,1.330343345,0.966666667,N,1.033333333
1840,11,0.12,160.4634727,221.789772,0.723493565,1.21332276,N,1.094369548
1841,2,0.3125,244.496694,238.6717978,1.024405465,1.1,A,0.7
1842,0,0.653846154,79.537217,159.3708185,0.499070142,0.9,N,1
1843,1,0.839285714,36.2370524,81.09312856,0.44685725,0.95,N,0.983333333
1844,9,1,3.683155799,21.37452877,0.172315181,1.636508781,N,1.67642363
1845,2,0.675675676,118.4213288,161.3245181,0.73405661,1.266666667,N,1.233333333
1846,0,1,9.996371224,34.86481831,0.286718007,1.233333333,N,1.266666667
1847,1,1,2.857130456,8.877053753,0.321855712,1.308683008,N,2.679684254
1848,0,0.976190476,40.63267906,34.22696637,1.187153972,1.433333333,N,1.466666667
1849,0,0.928571429,29.02495129,20.65716554,1.405079087,0.966666667,N,3.966666667
1850,1,0.515151515,130.8784216,175.0710266,0.74757328,1.133333333,N,1.2
1851,3,0.875,48.34239273,27.66179974,1.74762283,1.1,N,1.133333333
1852,0,0.882352941,30.12472796,49.83822415,0.604450268,1.166666667,N,1.2
1853,1,1,3.992914623,13.62617021,0.293032786,1.333333333,N,0.8
1854,0,0.689655172,10.79171756,86.34239932,0.124987464,1.085121775,N,1.265975404
1855,0,0.852941176,34.74306996,88.03782196,0.394638,1.166666667,N,1.2
1856,0,0.458333333,66.68115785,75.34447949,0.885017168,0.916870416,N,0.953545232
1857,1,0.756756757,24.00452918,96.22014439,0.24947509,1.266666667,N,1.333333333
1858,3,0.655172414,219.0111739,174.7947249,1.252962147,1,N,0.633333333
1859,1,0.7,43.68300034,78.88206871,0.553776049,1.033333333,N,0.7
1860,0,1,27.26388535,16.99632313,1.604104908,1.4,N,4.3
1861,3,0.666666667,34.89940902,82.74781279,0.421756272,1.133333333,N,1.133333333
1862,5,1,6.794008776,27.89488629,0.2435575,1.166666667,N,0.8
1863,5,0.4,192.9444349,149.4840275,1.290736129,1.366666667,A,0.966666667
1864,0,0.914285714,47.92548562,47.27203538,1.013823188,1.2,N,1.233333333
1865,0,1,7.418724644,16.55640053,0.448088015,1.116666667,N,1.15
1866,0,0,176.8398813,245.1146673,0.72145777,1.1,N,0.8
1867,0,1,7.684131516,10.20443374,0.753018905,0.966666667,N,1
1868,1,1,3.018461713,12.49666622,0.241541357,1.4,N,0.666666667
1869,0,1,11.21119223,24.58794424,0.455962976,1.1,N,1.133333333
1870,2,0.787878788,41.38655847,78.60988417,0.526480339,1.133333333,N,0.833333333
1871,18,0.533333333,87.20017806,150.5538724,0.57919585,1.033333333,N,2.1
1872,0,0.925925926,7.89737346,24.50781115,0.322239037,0.933333333,N,0.966666667
1873,0,0.774193548,64.00544923,66.95903483,0.955889663,1.066666667,N,1.066666667
1874,0,1,7.16331083,22.13052712,0.3236846,1.5,N,3.1
1875,2,0.957446809,54.53670079,114.83979,0.47489377,1.528013582,N,1.559847199
1876,1,0.975,36.95481779,38.20837861,0.967191468,1.366666667,N,0.633333333
1877,2,0.689655172,37.54815502,78.11392779,0.480684509,1,N,1.033333333
1878,0,0.944444444,15.73937391,66.51002005,0.236646657,1.233333333,N,1.266666667
1879,0,0.923076923,17.44680805,36.2759792,0.480946578,1.196808511,N,1.241134752
1880,2,0.666666667,23.69795288,119.2784667,0.198677545,1.096892139,N,0.754113346
1881,2,1,24.27590255,30.39462672,0.798690597,1.4,N,1.466666667
1882,8,0.5625,215.1471503,248.5714245,0.865534527,1.305683564,A,1.305683564
1883,0,0.083333333,127.9282513,232.142338,0.551076776,0.833333333,N,0.833333333
1884,1,0.95,19.22621029,58.20123737,0.330340233,1.366666667,N,1.4
1885,1,0.942857143,12.46853017,36.86307102,0.338239051,1.2,N,1.233333333
1886,17,0.754098361,89.82853179,103.8931892,0.864623875,2.066666667,A,0.7
1887,0,0.615384615,9.252543861,50.34564174,0.183780433,1.224489796,N,1.311953353
1888,0,0.909090909,75.53728269,128.8570718,0.586209834,1.133333333,N,1.166666667
1889,1,0.191780822,206.8282438,214.6999189,0.963336386,1.233333333,A,7.566666667
1890,2,0.8125,71.69777656,45.43236617,1.57812112,1.1,N,1.1
1891,0,0.75,84.69583346,124.3406939,0.681159408,1.1,N,0.666666667
1892,0,1,12.37458082,11.01005988,1.123934016,1.366666667,N,4.233333333
1893,1,0.717948718,120.3299206,148.5262707,0.810159172,1.333333333,N,1.1
1894,0,0.818181818,832.8078677,751.5879855,1.10806437,0.808988764,N,0.943820225
1895,0,0.185185185,209.4784113,274.346528,0.763554082,0.933333333,N,0.866666667
1896,1,0.5,75.73497651,83.17670614,0.910531085,0.9,N,0.933333333
1897,3,0.827586207,20.63408118,51.68394488,0.399235802,1,N,1.066666667
1898,1,0.411764706,171.7076349,208.3100875,0.824288622,1.166666667,N,1.1
1899,0,0.894736842,20.6453781,55.75055462,0.370316999,1.3,N,1.333333333
1900,0,1,9.957055016,12.18459857,0.817183673,1.166666667,N,1.2
1901,0,0.888888889,47.45705781,102.0889302,0.464859978,1.233333333,N,1.333333333
1902,0,0.880952381,25.12892265,50.11375783,0.501437604,1.433333333,N,0.966666667
1903,0,0.766666667,20.47945585,72.63340172,0.281956447,1.033333333,N,3.166666667
1904,0,0.230769231,124.8198702,188.9264642,0.66067965,0.9,N,1.733333333
1905,2,0.444444444,163.4925561,148.7206012,1.099326891,0.933333333,N,0.7
1906,5,0.787878788,141.5997851,132.4184104,1.069336089,1.133333333,N,1
1907,0,0.571428571,155.1927117,102.1692496,1.518976722,1.576684185,A,3.870043
1908,0,0,168.1193348,250.3634511,0.671501108,0.866666667,N,0.866666667
1909,0,0.4375,43.11720697,164.767641,0.26168492,1.1,N,1.133333333
1910,0,0.538461538,101.6509933,100.67479,1.009696602,0.9,N,0.933333333
1911,1,0.08,364.0884604,375.8105309,0.968808563,0.866666667,N,0.933333333
1912,9,0.76744186,100.3771282,104.8407591,0.95742466,1.45,A,0.966666667
1913,0,0.7,42.46407013,83.48325792,0.508653725,1.033333333,N,1.1
1914,4,0.941176471,27.28469621,44.65263452,0.611043369,1.166666667,N,1.2
1915,0,0.736842105,59.25882523,52.34766258,1.132024284,1.335113485,A,1.401869159
1916,1,1,15.66909074,20.82685084,0.752350457,1.203801478,N,3.643083421
1917,4,0.484848485,204.4216095,210.3629779,0.971756588,1.133333333,A,1.233333333
1918,0,1,16.22921273,30.91448835,0.524971093,1.266666667,N,3.966666667
1919,0,1,8.040936991,19.414709,0.414167268,1.166666667,N,1.233333333
1920,1,1,5.519626704,13.64870373,0.404406661,1.166666667,N,3.633333333
1921,10,0.5,219.858835,210.6445858,1.04374311,1.433333333,A,0.8
1922,13,0.827586207,14.99125785,48.15671166,0.311301526,1,N,1.033333333
1923,12,1,6.266136551,10.45391304,0.599405842,1.5,N,0.933333333
1924,0,0.6,40.03747762,47.73809318,0.83869034,0.866666667,N,0.933333333
1925,1,0.774193548,49.61307076,100.4809422,0.493756026,1.066666667,N,0.933333333
1926,0,1,7.883505557,17.77715418,0.443462743,1.233333333,N,1.266666667
1927,0,0.903225806,31.13382108,38.89436469,0.800471259,0.932763311,N,0.961912165
1928,2,0.542857143,252.1937201,213.5765806,1.180811676,1.2,A,1.333333333
1929,0,0.21875,158.0194508,192.5173254,0.82080639,1.1,N,1.1
1930,0,0.972222222,11.56545015,27.27253899,0.424069433,1.233333333,N,1.3
1931,4,0.976744186,129.9927925,124.8496829,1.041194415,1.466666667,N,0.666666667
1932,1,0.948717949,26.99589016,48.35585491,0.558275522,1.333333333,N,1.066666667
1933,0,1,2.750323464,4.422581673,0.621881893,1.533333333,N,3.166666667
1934,1,0.939393939,19.36925878,33.84110325,0.572358964,1.067392214,N,1.130179992
1935,1,0.944444444,60.96130887,39.4545578,1.545101815,1.233333333,N,0.7
1936,0,1,5.605031778,22.58462975,0.248179042,1.353790614,N,2.767749699
1937,3,0.78125,338.9761198,316.1842355,1.072084189,1.1,N,0.866666667
1938,0,1,10.35605081,22.71949901,0.455822147,1.3,N,4.1
1939,3,0.639344262,97.29916796,159.874039,0.608598923,1.130699088,N,1.094224924
1940,1,0,124.7187809,205.7251318,0.606239888,1.275389702,N,1.204534719
1941,0,0.148148148,104.8707369,175.2255286,0.598490059,0.933333333,N,2.8
1942,0,1,9.793376682,16.30357079,0.600689064,1.2,N,2.5
1943,2,0.029411765,180.9939511,260.1244669,0.69579749,1.166666667,N,1.1
1944,0,0.310344828,94.98537899,155.5736951,0.610549097,1,N,1
1945,3,0.580645161,160.2399628,166.8633099,0.96030675,1.066666667,A,0.6
1946,0,1,5.927513532,17.14065586,0.345816028,1.111699312,N,1.138168343
1947,0,1,14.48937174,23.09447102,0.627395697,1,N,1.066666667
1948,0,1,7.22478587,16.08925721,0.44904409,1.066666667,N,3.3
1949,1,1,12.96790321,30.80162211,0.421013645,1.166666667,N,0.933333333
1950,0,0.628571429,101.1291499,141.8453653,0.712953502,1.2,A,1.2
1951,0,0.925925926,9.881363994,20.42629991,0.483756923,0.933333333,N,1
1952,0,0,139.5785231,213.8549076,0.652678607,1,N,5.833333333
1953,8,0.785714286,76.73539238,36.20908576,2.11923032,1.433333333,A,3
1954,2,0.935483871,72.69146706,76.26804583,0.953105147,1.066666667,N,1.1
1955,0,0.72,12.19654816,36.83031138,0.331155174,0.866666667,N,0.9
1956,5,0.391304348,183.4020658,199.3587056,0.919960155,1.129943503,A,1.224105461
1957,1,0.357142857,103.5905467,209.128478,0.495344047,0.966666667,N,0.633333333
1958,2,0.78125,27.89488553,54.91666397,0.507949382,1.1,N,1.133333333
1959,7,0.6,97.53948762,149.9739265,0.650376301,1.033333333,N,1.033333333
1960,0,0.9375,14.47025807,47.51787975,0.304522385,1.416714367,N,1.116199199
1961,1,0.821428571,8.457465955,36.51379363,0.231623864,0.966666667,N,1.066666667
1962,0,0.540540541,111.2559819,150.8549452,0.737503048,1.266666667,N,1.233333333
1963,0,1,6.186965873,23.97103933,0.258101695,1.2,N,7.7
1964,0,0.931818182,37.81817725,72.56385388,0.521171013,1.425554382,N,1.457233369
1965,1,0.944444444,84.07495846,56.09313603,1.498845749,1.233333333,N,0.533333333
1966,1,0.931818182,159.9237394,142.1406561,1.125109056,1.5,N,1.033333333
1967,0,0.925,54.64593931,41.81383172,1.306886671,1.366666667,N,4.266666667
1968,14,0.774193548,91.39846286,150.0453429,0.609138951,1.066666667,N,0.766666667
1969,1,0.24,112.0576007,240.892438,0.465176913,0.866666667,N,0.866666667
1970,6,0.833333333,67.31235992,70.79727827,0.950776097,1.433333333,A,3.233333333
1971,2,0.512820513,229.1680139,197.4767052,1.160481251,1.333333333,N,0.666666667
1972,0,0.962962963,9.612820171,9.854296846,0.975495291,0.933333333,N,0.966666667
1973,2,1,5.771212528,27.5588171,0.209414378,1.433333333,N,0.766666667
1974,1,0.818181818,28.99493715,54.01295297,0.536814515,1.133333333,N,1.166666667
1975,0,0.328358209,255.3820128,271.2082745,0.941645358,1.305349373,N,3.570514461
1976,2,0.65625,79.67865278,135.5799284,0.587687674,1.1,N,0.666666667
1977,2,0.387096774,228.4332574,182.2675418,1.253285446,1.066666667,A,1.033333333
1978,1,0.793103448,194.904386,255.4423906,0.763007211,1,N,0.7
1979,0,1,6.478835439,12.85604052,0.503952631,1.266666667,N,3.9
1980,0,0.464285714,99.24689746,165.5408248,0.599531249,0.966666667,N,1
1981,0,0,8.485281374,6.749485577,1.257174532,0.881920627,N,1.028907398
1982,0,0.125,114.9351205,197.1585595,0.582957802,0.833333333,N,0.9
1983,25,0.9375,23.56969156,58.66565408,0.401763041,1.083333333,N,1.133333333
1984,1,0.885714286,11.23415626,51.56848766,0.217849248,1.2,N,0.6
1985,0,1,31.991094,20.83872508,1.535175203,1.20078956,N,2.467375809
1986,9,0.607142857,152.0107537,225.2348978,0.674898762,1.416666667,A,3.833333333
1987,2,1,21.19884442,40.82055963,0.519317829,1.1,N,1.116666667
1988,8,0.5,36.33963417,86.7052527,0.419116871,1.108949416,N,0.93385214
1989,0,0.964285714,22.34531565,49.73767734,0.449263352,0.95,N,3.833333333
1990,0,1,14.82208988,26.74090373,0.554285301,1.166666667,N,1.183333333
1991,0,1,8.892402934,28.76474284,0.309142445,1.233333333,N,0.5
1992,3,0.9375,29.5617609,50.38179031,0.586754871,1.083333333,N,0.633333333
